25129.048,61912.55582,1
25310.86795,60362.88511,1
22778.64056,59302.79463,1
23735.51088,60023.58387,1
25208.76178,59781.92378,1
24123.42734,58999.95283,1
23112.47335,61613.88873,1
23532.41171,61595.21184,1
24398.52519,61915.31125,1
23679.9021,60208.98678,1
25299.09886,57448.73698,1
23515.64274,60715.30674,1
24794.71782,60199.75023,1
23375.14699,60377.47382,1
22937.17695,63318.60491,1
23006.19339,59963.35322,1
23424.73324,61358.62536,1
24313.4564,58045.18349,1
24631.64294,60167.49923,1
23141.49292,60310.13074,1
24170.19254,61580.11148,1
24183.60189,59471.59977,1
24957.56689,60386.24913,1
23099.95812,61484.8187,1
24716.24651,59312.62281,1
24936.95719,62259.31979,1
24414.43425,60830.07841,1
23882.88616,59109.73873,1
24608.56476,59076.36892,1
23572.15121,59010.32251,1
24088.55865,58603.47013,1
25574.40763,60294.45133,1
22333.92707,58064.88715,1
22807.82466,58619.70973,1
23408.0571,59290.76828,1
25167.24495,60074.41869,1
24347.98986,60277.45086,1
24019.28995,59259.77672,1
24004.20575,59788.27006,1
23776.27317,59203.37126,1
22105.98784,59852.54434,1
23429.37095,60248.92714,1
24793.69676,60347.03758,1
24344.21993,60123.63275,1
23888.91416,59426.42934,1
24381.69547,59343.34101,1
24034.0908,62445.72613,1
22872.30941,59241.36434,1
23622.90827,60373.83233,1
23887.24289,57129.09155,1
23591.78505,59696.201,1
24403.87064,61692.82261,1
24010.22544,59569.74092,1
23638.89118,57197.04681,1
23278.45506,60496.00822,1
24319.80291,59725.96919,1
23317.72614,62866.63978,1
23639.70497,61438.30844,1
24149.16445,59938.54417,1
23816.06473,60170.42433,1
24108.58214,60494.69393,1
24348.33391,60476.78302,1
23810.24365,59984.37673,1
24061.54504,58151.07783,1
24352.07285,58532.8494,1
24317.56056,59696.66222,1
22776.65985,60603.83696,1
23856.35076,58353.89604,1
23546.73382,60657.48078,1
24574.25885,58150.72173,1
24657.3289,59279.54037,1
24237.18822,60940.6619,1
23888.72705,59514.59927,1
23783.71707,61901.02031,1
23715.73308,59104.59759,1
23902.80822,61608.16231,1
23273.58216,60997.18238,1
23671.88697,59471.02719,1
23725.15434,59792.97074,1
24187.53272,58185.15855,1
24345.20661,60336.36168,1
23178.52952,59588.92137,1
24614.23502,58287.72413,1
24271.20701,59585.74147,1
24416.047,59916.96074,1
25347.46644,59962.24642,1
23822.35976,60257.52025,1
24068.06472,58788.21372,1
23708.40986,60267.81531,1
25511.98016,61012.52306,1
23491.30928,61690.26188,1
25371.6317,58343.31582,1
23983.949,58646.89302,1
24732.6524,60902.24041,1
23849.67013,59741.16809,1
22999.59656,60882.30901,1
22998.1528,58407.73564,1
23981.57294,59341.24745,1
24390.10534,61720.18076,1
24813.95398,59852.07051,1
23918.92109,57828.75611,1
23446.51378,60229.82059,1
23235.45883,60410.63414,1
25012.82388,59008.28643,1
23882.8378,59675.98184,1
23375.00402,57302.38205,1
24452.10698,59587.97455,1
24413.37622,59082.16359,1
24216.76811,59844.25779,1
23851.31864,61249.15714,1
24827.96222,59328.30806,1
23755.79185,60413.14203,1
22564.27895,59231.95033,1
24389.16146,58820.28944,1
23837.13282,61351.08695,1
22825.5384,60434.95487,1
23999.61694,62251.83032,1
24517.66025,61866.34385,1
24032.49359,60511.50977,1
24369.61801,59276.0988,1
22769.5115,58804.63641,1
24895.36554,58393.68497,1
23873.15029,59535.56565,1
24550.52217,60441.26707,1
23773.63542,58108.33577,1
23408.16061,60798.11629,1
24318.78551,58005.08252,1
23528.2403,59718.67993,1
23768.24412,59430.27236,1
24340.65119,60261.16213,1
24695.63251,60638.68349,1
23785.2828,59525.53822,1
24360.09879,60558.04076,1
24641.20319,59455.70345,1
24625.96836,60614.80973,1
23638.59867,59217.7197,1
24267.51463,59797.78267,1
23595.77522,59338.95027,1
23585.94197,59110.80796,1
24917.60552,60444.93597,1
24078.70796,59884.44866,1
23544.7164,62494.62846,1
24796.69804,62027.7395,1
23983.97896,60268.71854,1
24643.98038,59347.58659,1
23893.65884,60642.35609,1
25128.82583,60263.36082,1
23716.06758,58660.55821,1
23294.63162,60179.10094,1
25313.96576,61118.91457,1
24499.89107,60688.63279,1
24188.8196,60217.85892,1
22513.87307,58915.76378,1
24211.74173,61372.65474,1
23442.41278,58679.45919,1
23841.2452,59739.38173,1
23587.23824,60900.01705,1
25087.74599,58735.56781,1
24770.93662,60722.85798,1
24713.81908,60623.12588,1
23531.30913,59095.13565,1
23776.2535,60356.01075,1
23070.16623,62399.57832,1
24909.57958,59615.73043,1
24479.21015,58666.48809,1
24355.64831,60918.88551,1
24193.42549,58181.48756,1
24145.9407,60684.0607,1
24857.02102,60134.70796,1
23195.6878,59948.50212,1
23291.15528,58296.6209,1
24267.10302,60086.97763,1
24005.53394,60041.10496,1
24964.36796,59882.49684,1
23915.09886,60744.17133,1
24940.21871,62222.81112,1
24510.28255,59407.96065,1
24291.53555,58099.2875,1
23469.34734,59554.64139,1
24086.36351,58244.83285,1
23101.09238,60352.37564,1
24573.61208,59052.42794,1
23879.94049,60981.81343,1
24949.14472,59504.42837,1
26737.70464,57790.66941,1
22664.29057,59540.90634,1
25344.73676,60157.22026,1
24636.0621,59070.31759,1
25679.71123,62361.86199,1
23659.25606,58655.09903,1
24781.81097,61130.44724,1
25223.89855,58521.4292,1
24296.95241,58673.45591,1
23325.01327,60886.06366,1
22898.53716,58853.28416,1
24413.86028,59420.4318,1
23067.11498,60379.53919,1
22528.33982,58819.19855,1
23111.22403,59719.34112,1
24477.49982,61078.8462,1
24398.79742,58123.61715,1
23376.51243,60983.28334,1
24592.42487,57755.38499,1
23033.64982,59333.96254,1
24025.45789,58107.29962,1
23695.92648,61447.76374,1
24458.97988,58417.31792,1
23309.03706,59753.54032,1
22881.95366,62199.60857,1
22910.20756,59225.93327,1
23947.18988,59554.12833,1
23660.8502,61049.24633,1
24963.77441,60445.61427,1
23044.1822,61650.17386,1
22802.25324,58882.31527,1
23571.44834,60655.49643,1
24650.29769,62649.79056,1
22209.7057,60599.77082,1
24061.6282,60585.67791,1
24625.39878,59602.40662,1
25006.8666,60470.02395,1
23955.45468,60019.23825,1
23231.82459,59301.09909,1
25368.77646,60510.14078,1
24687.81853,60700.42803,1
24521.00102,57845.89507,1
24606.69474,59346.87992,1
24461.26574,60752.66874,1
23614.93043,60313.91497,1
25165.69546,60987.39774,1
24216.73421,60095.98456,1
25241.97973,59347.21494,1
24166.15627,61404.69697,1
23704.14057,63148.55828,1
23839.32749,61482.94659,1
24332.40837,59588.60346,1
22283.39008,61042.61394,1
23997.55076,62928.3047,1
22912.3971,62531.05602,1
22528.00636,62041.08819,1
24257.85616,61238.84957,1
24938.72384,61198.35596,1
24294.38472,59515.67577,1
24984.37756,58559.63403,1
24801.83792,58212.37223,1
24224.47815,60736.84738,1
22244.59152,61393.42575,1
22674.68701,59834.30698,1
24664.72756,61221.30676,1
25171.94207,58749.08652,1
23645.05859,61003.36661,1
24213.22187,59911.59987,1
23288.38665,60070.04141,1
24010.76837,58522.2322,1
23802.86482,59900.24383,1
21834.51985,60036.64529,1
24293.96209,60603.86601,1
25060.55474,61030.52938,1
23118.18831,58321.01566,1
24653.26931,60266.66553,1
23323.05577,63674.99671,1
